#Created as New Dataset	Sample 003 By PEService Date Tuesday	 April 30 2013
#cm-1	%T
2475.00	94.81
2474.00	94.84
2473.00	94.87
2472.00	94.89
2471.00	94.91
2470.00	94.94
2469.00	94.97
2468.00	94.99
2467.00	95.03
2466.00	95.06
2465.00	95.09
2464.00	95.12
2463.00	95.15
2462.00	95.17
2461.00	95.20
2460.00	95.23
2459.00	95.26
2458.00	95.29
2457.00	95.32
2456.00	95.35
2455.00	95.38
2454.00	95.40
2453.00	95.42
2452.00	95.45
2451.00	95.48
2450.00	95.51
2449.00	95.54
2448.00	95.57
2447.00	95.60
2446.00	95.63
2445.00	95.66
2444.00	95.68
2443.00	95.71
2442.00	95.73
2441.00	95.76
2440.00	95.79
2439.00	95.83
2438.00	95.86
2437.00	95.89
2436.00	95.92
2435.00	95.95
2434.00	95.98
2433.00	96.02
2432.00	96.05
2431.00	96.08
2430.00	96.12
2429.00	96.15
2428.00	96.19
2427.00	96.23
2426.00	96.27
2425.00	96.30
2424.00	96.34
2423.00	96.37
2422.00	96.40
2421.00	96.43
2420.00	96.47
2419.00	96.50
2418.00	96.53
2417.00	96.56
2416.00	96.59
2415.00	96.62
2414.00	96.65
2413.00	96.68
2412.00	96.71
2411.00	96.74
2410.00	96.77
2409.00	96.79
2408.00	96.82
2407.00	96.84
2406.00	96.87
2405.00	96.89
2404.00	96.92
2403.00	96.95
2402.00	96.98
2401.00	97.01
2400.00	97.03
2399.00	97.06
2398.00	97.08
2397.00	97.10
2396.00	97.12
2395.00	97.15
2394.00	97.17
2393.00	97.19
2392.00	97.21
2391.00	97.22
2390.00	97.24
2389.00	97.26
2388.00	97.28
2387.00	97.30
2386.00	97.32
2385.00	97.34
2384.00	97.36
2383.00	97.39
2382.00	97.41
2381.00	97.45
2380.00	97.49
2379.00	97.53
2378.00	97.56
2377.00	97.59
2376.00	97.60
2375.00	97.61
2374.00	97.61
2373.00	97.63
2372.00	97.64
2371.00	97.67
2370.00	97.70
2369.00	97.72
2368.00	97.74
2367.00	97.76
2366.00	97.77
2365.00	97.77
2364.00	97.77
2363.00	97.79
2362.00	97.81
2361.00	97.84
2360.00	97.88
2359.00	97.92
2358.00	97.95
2357.00	97.97
2356.00	97.98
2355.00	97.97
2354.00	97.98
2353.00	98.00
2352.00	98.03
2351.00	98.07
2350.00	98.10
2349.00	98.10
2348.00	98.10
2347.00	98.10
2346.00	98.11
2345.00	98.13
2344.00	98.15
2343.00	98.16
2342.00	98.17
2341.00	98.18
2340.00	98.20
2339.00	98.21
2338.00	98.23
2337.00	98.25
2336.00	98.26
2335.00	98.28
2334.00	98.28
2333.00	98.29
2332.00	98.31
2331.00	98.32
2330.00	98.33
2329.00	98.34
2328.00	98.35
2327.00	98.36
2326.00	98.36
2325.00	98.37
2324.00	98.38
2323.00	98.38
2322.00	98.39
2321.00	98.40
2320.00	98.41
2319.00	98.41
2318.00	98.41
2317.00	98.42
2316.00	98.44
2315.00	98.45
2314.00	98.47
2313.00	98.48
2312.00	98.49
2311.00	98.49
2310.00	98.50
2309.00	98.50
2308.00	98.50
2307.00	98.51
2306.00	98.51
2305.00	98.52
2304.00	98.51
2303.00	98.51
2302.00	98.51
2301.00	98.52
2300.00	98.53
2299.00	98.53
2298.00	98.54
2297.00	98.54
2296.00	98.54
2295.00	98.54
2294.00	98.55
2293.00	98.55
2292.00	98.56
2291.00	98.56
2290.00	98.57
2289.00	98.57
2288.00	98.58
2287.00	98.58
2286.00	98.58
2285.00	98.59
2284.00	98.59
2283.00	98.60
2282.00	98.61
2281.00	98.61
2280.00	98.62
2279.00	98.62
2278.00	98.63
2277.00	98.64
2276.00	98.65
2275.00	98.66
2274.00	98.67
2273.00	98.68
2272.00	98.69
2271.00	98.70
2270.00	98.71
2269.00	98.71
2268.00	98.71
2267.00	98.71
2266.00	98.72
2265.00	98.72
2264.00	98.72
2263.00	98.73
2262.00	98.74
2261.00	98.74
2260.00	98.75
2259.00	98.76
2258.00	98.77
2257.00	98.77
2256.00	98.78
2255.00	98.78
2254.00	98.79
2253.00	98.79
2252.00	98.79
2251.00	98.80
2250.00	98.80
2249.00	98.80
2248.00	98.80
2247.00	98.80
2246.00	98.80
2245.00	98.80
2244.00	98.81
2243.00	98.81
2242.00	98.82
2241.00	98.82
2240.00	98.83
2239.00	98.83
2238.00	98.84
2237.00	98.84
2236.00	98.84
2235.00	98.84
2234.00	98.84
2233.00	98.84
2232.00	98.84
2231.00	98.84
2230.00	98.84
2229.00	98.83
2228.00	98.83
2227.00	98.83
2226.00	98.83
2225.00	98.83
2224.00	98.84
2223.00	98.83
2222.00	98.83
2221.00	98.83
2220.00	98.84
2219.00	98.84
2218.00	98.84
2217.00	98.85
2216.00	98.85
2215.00	98.85
2214.00	98.84
2213.00	98.84
2212.00	98.83
2211.00	98.83
2210.00	98.83
2209.00	98.83
2208.00	98.83
2207.00	98.83
2206.00	98.83
2205.00	98.83
2204.00	98.83
2203.00	98.83
2202.00	98.83
2201.00	98.83
2200.00	98.82
2199.00	98.82
2198.00	98.81
2197.00	98.81
2196.00	98.81
2195.00	98.80
2194.00	98.81
2193.00	98.80
2192.00	98.80
2191.00	98.80
2190.00	98.80
2189.00	98.80
2188.00	98.79
2187.00	98.79
2186.00	98.78
2185.00	98.78
2184.00	98.78
2183.00	98.78
2182.00	98.78
2181.00	98.78
2180.00	98.78
2179.00	98.77
2178.00	98.77
2177.00	98.77
2176.00	98.78
2175.00	98.78
2174.00	98.78
2173.00	98.78
2172.00	98.78
2171.00	98.77
2170.00	98.77
2169.00	98.76
2168.00	98.75
2167.00	98.75
2166.00	98.75
2165.00	98.75
2164.00	98.75
2163.00	98.75
2162.00	98.75
2161.00	98.74
2160.00	98.73
2159.00	98.73
2158.00	98.73
2157.00	98.72
2156.00	98.72
2155.00	98.72
2154.00	98.71
2153.00	98.71
2152.00	98.71
2151.00	98.71
2150.00	98.71
2149.00	98.70
2148.00	98.69
2147.00	98.69
2146.00	98.68
2145.00	98.68
2144.00	98.67
2143.00	98.67
2142.00	98.66
2141.00	98.65
2140.00	98.65
2139.00	98.64
2138.00	98.64
2137.00	98.63
2136.00	98.63
2135.00	98.63
2134.00	98.63
2133.00	98.63
2132.00	98.62
2131.00	98.62
2130.00	98.62
2129.00	98.62
2128.00	98.62
2127.00	98.62
2126.00	98.63
2125.00	98.63
2124.00	98.63
2123.00	98.63
2122.00	98.62
2121.00	98.61
2120.00	98.61
2119.00	98.60
2118.00	98.59
2117.00	98.58
2116.00	98.58
2115.00	98.58
2114.00	98.58
2113.00	98.58
2112.00	98.58
2111.00	98.58
2110.00	98.58
2109.00	98.58
2108.00	98.58
2107.00	98.57
2106.00	98.57
2105.00	98.56
2104.00	98.56
2103.00	98.56
2102.00	98.56
2101.00	98.55
2100.00	98.54
2099.00	98.54
2098.00	98.53
2097.00	98.53
2096.00	98.53
2095.00	98.52
2094.00	98.52
2093.00	98.51
2092.00	98.51
2091.00	98.50
2090.00	98.51
2089.00	98.51
2088.00	98.51
2087.00	98.52
2086.00	98.52
2085.00	98.52
2084.00	98.53
2083.00	98.53
2082.00	98.54
2081.00	98.55
2080.00	98.55
2079.00	98.56
2078.00	98.57
2077.00	98.58
2076.00	98.59
2075.00	98.60
2074.00	98.60
2073.00	98.61
2072.00	98.61
2071.00	98.61
2070.00	98.62
2069.00	98.62
2068.00	98.62
2067.00	98.62
2066.00	98.62
2065.00	98.63
2064.00	98.63
2063.00	98.64
2062.00	98.65
2061.00	98.65
2060.00	98.66
2059.00	98.66
2058.00	98.66
2057.00	98.67
2056.00	98.67
2055.00	98.68
2054.00	98.68
2053.00	98.68
2052.00	98.68
2051.00	98.68
2050.00	98.68
2049.00	98.67
2048.00	98.67
2047.00	98.66
2046.00	98.65
2045.00	98.65
2044.00	98.64
2043.00	98.64
2042.00	98.64
2041.00	98.64
2040.00	98.65
2039.00	98.65
2038.00	98.65
2037.00	98.65
2036.00	98.64
2035.00	98.63
2034.00	98.63
2033.00	98.63
2032.00	98.63
2031.00	98.63
2030.00	98.63
2029.00	98.63
2028.00	98.63
2027.00	98.62
2026.00	98.62
2025.00	98.61
2024.00	98.61
2023.00	98.61
2022.00	98.62
2021.00	98.61
2020.00	98.61
2019.00	98.61
2018.00	98.61
2017.00	98.61
2016.00	98.60
2015.00	98.60
2014.00	98.58
2013.00	98.58
2012.00	98.57
2011.00	98.57
2010.00	98.56
2009.00	98.56
2008.00	98.56
2007.00	98.56
2006.00	98.56
2005.00	98.57
2004.00	98.57
2003.00	98.57
2002.00	98.57
2001.00	98.56
2000.00	98.56
1999.00	98.56
1998.00	98.56
1997.00	98.56
1996.00	98.55
1995.00	98.54
1994.00	98.52
1993.00	98.51
1992.00	98.51
1991.00	98.52
1990.00	98.53
1989.00	98.54
1988.00	98.54
1987.00	98.55
1986.00	98.56
1985.00	98.56
1984.00	98.57
1983.00	98.57
1982.00	98.57
1981.00	98.57
1980.00	98.57
1979.00	98.57
1978.00	98.56
1977.00	98.56
1976.00	98.55
1975.00	98.55
1974.00	98.55
1973.00	98.54
1972.00	98.54
1971.00	98.53
1970.00	98.51
1969.00	98.49
1968.00	98.48
1967.00	98.48
1966.00	98.48
1965.00	98.50
1964.00	98.50
1963.00	98.51
1962.00	98.51
1961.00	98.51
1960.00	98.50
1959.00	98.50
1958.00	98.50
1957.00	98.49
1956.00	98.49
1955.00	98.49
1954.00	98.49
1953.00	98.50
1952.00	98.50
1951.00	98.50
1950.00	98.50
1949.00	98.50
1948.00	98.50
1947.00	98.49
1946.00	98.48
1945.00	98.46
1944.00	98.45
1943.00	98.44
1942.00	98.45
1941.00	98.47
1940.00	98.49
1939.00	98.50
1938.00	98.51
1937.00	98.51
1936.00	98.52
1935.00	98.52
1934.00	98.52
1933.00	98.52
1932.00	98.53
1931.00	98.53
1930.00	98.53
1929.00	98.53
1928.00	98.53
1927.00	98.53
1926.00	98.54
1925.00	98.54
1924.00	98.55
1923.00	98.56
1922.00	98.56
1921.00	98.57
1920.00	98.58
1919.00	98.59
1918.00	98.59
1917.00	98.60
1916.00	98.57
1915.00	98.58
1914.00	98.59
1913.00	98.59
1912.00	98.59
1911.00	98.58
1910.00	98.57
1909.00	98.58
1908.00	98.59
1907.00	98.60
1906.00	98.61
1905.00	98.62
1904.00	98.63
1903.00	98.64
1902.00	98.64
1901.00	98.65
1900.00	98.66
1899.00	98.66
1898.00	98.67
1897.00	98.67
1896.00	98.68
1895.00	98.68
1894.00	98.68
1893.00	98.69
1892.00	98.69
1891.00	98.70
1890.00	98.70
1889.00	98.65
1888.00	98.66
1887.00	98.67
1886.00	98.68
1885.00	98.68
1884.00	98.68
1883.00	98.68
1882.00	98.68
1881.00	98.68
1880.00	98.68
1879.00	98.68
1878.00	98.68
1877.00	98.68
1876.00	98.67
1875.00	98.67
1874.00	98.66
1873.00	98.64
1872.00	98.62
1871.00	98.60
1870.00	98.57
1869.00	98.54
1868.00	98.54
1867.00	98.55
1866.00	98.56
1865.00	98.56
1864.00	98.56
1863.00	98.56
1862.00	98.55
1861.00	98.54
1860.00	98.53
1859.00	98.53
1858.00	98.53
1857.00	98.53
1856.00	98.53
1855.00	98.53
1854.00	98.52
1853.00	98.50
1852.00	98.48
1851.00	98.46
1850.00	98.43
1849.00	98.40
1848.00	98.37
1847.00	98.36
1846.00	98.34
1845.00	98.32
1844.00	98.31
1843.00	98.31
1842.00	98.32
1841.00	98.33
1840.00	98.33
1839.00	98.32
1838.00	98.30
1837.00	98.29
1836.00	98.28
1835.00	98.27
1834.00	98.27
1833.00	98.26
1832.00	98.24
1831.00	98.21
1830.00	98.18
1829.00	98.16
1828.00	98.13
1827.00	98.09
1826.00	98.06
1825.00	98.04
1824.00	98.03
1823.00	98.03
1822.00	98.02
1821.00	98.00
1820.00	97.97
1819.00	97.94
1818.00	97.96
1817.00	97.94
1816.00	97.91
1815.00	97.88
1814.00	97.86
1813.00	97.83
1812.00	97.80
1811.00	97.77
1810.00	97.74
1809.00	97.71
1808.00	97.68
1807.00	97.64
1806.00	97.61
1805.00	97.57
1804.00	97.54
1803.00	97.37
1802.00	97.32
1801.00	97.29
1800.00	97.26
1799.00	97.23
1798.00	97.18
1797.00	97.14
1796.00	97.09
1795.00	97.05
1794.00	97.00
1793.00	96.94
1792.00	96.88
1791.00	96.83
1790.00	96.80
1789.00	96.77
1788.00	96.73
1787.00	96.67
1786.00	96.60
1785.00	96.55
1784.00	96.50
1783.00	96.45
1782.00	96.41
1781.00	96.35
1780.00	96.29
1779.00	96.24
1778.00	96.18
1777.00	96.13
1776.00	96.08
1775.00	96.03
1774.00	95.97
1773.00	95.90
1772.00	95.81
1771.00	95.71
1770.00	95.60
1769.00	95.49
1768.00	95.39
1767.00	95.31
1766.00	95.23
1765.00	95.13
1764.00	95.00
1763.00	94.83
1762.00	94.63
1761.00	94.41
1760.00	94.19
1759.00	93.95
1758.00	93.70
1757.00	93.42
1756.00	93.13
1755.00	92.82
1754.00	92.49
1753.00	92.12
1752.00	91.70
1751.00	91.25
1750.00	90.80
1749.00	90.37
1748.00	89.94
1747.00	89.48
1746.00	88.99
1745.00	88.49
1744.00	87.96
1743.00	87.43
1742.00	86.88
1741.00	86.25
1740.00	85.55
1739.00	84.81
1738.00	84.08
1737.00	83.36
1736.00	82.56
1735.00	81.58
1734.00	80.43
1733.00	79.31
1732.00	78.34
1731.00	77.48
1730.00	76.62
1729.00	75.72
1728.00	74.79
1727.00	73.87
1726.00	72.96
1725.00	72.05
1724.00	71.16
1723.00	70.32
1722.00	69.55
1721.00	68.84
1720.00	68.13
1719.00	67.38
1718.00	66.59
1717.00	65.86
1716.00	65.27
1715.00	64.82
1714.00	64.45
1713.00	64.13
1712.00	63.86
1711.00	63.65
1710.00	63.52
1709.00	63.47
1708.00	63.51
1707.00	63.65
1706.00	63.92
1705.00	64.29
1704.00	64.72
1703.00	65.21
1702.00	65.85
1701.00	66.71
1700.00	67.75
1699.00	68.75
1698.00	69.67
1697.00	70.64
1696.00	71.80
1695.00	73.09
1694.00	74.31
1693.00	75.37
1692.00	76.35
1691.00	77.34
1690.00	78.38
1689.00	79.39
1688.00	80.29
1687.00	81.11
1686.00	81.95
1685.00	82.93
1684.00	83.99
1683.00	84.96
1682.00	85.72
1681.00	86.33
1680.00	86.87
1679.00	87.40
1678.00	87.91
1677.00	88.40
1676.00	88.88
1675.00	89.33
1674.00	89.74
1673.00	90.07
1672.00	90.36
1671.00	90.63
1670.00	90.91
1669.00	91.19
1668.00	91.44
1667.00	91.66
1666.00	91.85
1665.00	92.02
1664.00	92.19
1663.00	92.35
1662.00	92.49
1661.00	92.62
1660.00	92.71
1659.00	92.79
1658.00	92.84
1657.00	92.86
1656.00	92.83
1655.00	92.76
1654.00	92.65
1653.00	92.50
1652.00	92.33
1651.00	92.20
1650.00	92.05
1649.00	91.80
1648.00	91.40
1647.00	90.86
1646.00	90.24
1645.00	89.64
1644.00	89.08
1643.00	88.54
1642.00	88.00
1641.00	87.46
1640.00	86.96
1639.00	86.52
1638.00	86.18
1637.00	85.98
1636.00	85.98
1635.00	86.21
1634.00	86.60
1633.00	87.08
1632.00	87.63
1631.00	88.25
1630.00	88.92
1629.00	89.63
1628.00	90.33
1627.00	90.96
1626.00	91.51
1625.00	92.00
1624.00	92.43
1623.00	92.84
1622.00	93.19
1621.00	93.46
1620.00	93.67
1619.00	93.84
1618.00	94.02
1617.00	94.22
1616.00	94.44
1615.00	94.66
1614.00	94.85
1613.00	95.01
1612.00	95.15
1611.00	95.28
1610.00	95.40
1609.00	95.53
1608.00	95.67
1607.00	95.80
1606.00	95.92
1605.00	96.04
1604.00	96.15
1603.00	96.25
1602.00	96.35
1601.00	96.44
1600.00	96.53
1599.00	96.61
1598.00	96.68
1597.00	96.74
1596.00	96.80
1595.00	96.86
1594.00	96.92
1593.00	96.97
1592.00	97.02
1591.00	97.07
1590.00	97.11
1589.00	97.16
1588.00	97.20
1587.00	97.25
1586.00	97.29
1585.00	97.32
1584.00	97.35
1583.00	97.39
1582.00	97.42
1581.00	97.45
1580.00	97.44
1579.00	97.42
1578.00	97.39
1577.00	97.37
1576.00	97.39
1575.00	97.44
1574.00	97.52
1573.00	97.59
1572.00	97.65
1571.00	97.67
1570.00	97.68
1569.00	97.69
1568.00	97.69
1567.00	97.70
1566.00	97.70
1565.00	97.71
1564.00	97.70
1563.00	97.68
1562.00	97.66
1561.00	97.66
1560.00	97.65
1559.00	97.63
1558.00	97.62
1557.00	97.60
1556.00	97.58
1555.00	97.56
1554.00	97.55
1553.00	97.55
1552.00	97.54
1551.00	97.54
1550.00	97.55
1549.00	97.57
1548.00	97.58
1547.00	97.57
1546.00	97.54
1545.00	97.50
1544.00	97.49
1543.00	97.49
1542.00	97.49
1541.00	97.47
1540.00	97.45
1539.00	97.43
1538.00	97.44
1537.00	97.47
1536.00	97.50
1535.00	97.49
1534.00	97.45
1533.00	97.41
1532.00	97.37
1531.00	97.34
1530.00	97.31
1529.00	97.26
1528.00	97.20
1527.00	97.15
1526.00	97.11
1525.00	97.08
1524.00	97.03
1523.00	96.95
1522.00	96.85
1521.00	96.76
1520.00	96.71
1519.00	96.68
1518.00	96.63
1517.00	96.55
1516.00	96.46
1515.00	96.36
1514.00	96.26
1513.00	96.13
1512.00	95.98
1511.00	95.79
1510.00	95.58
1509.00	95.34
1508.00	95.10
1507.00	94.88
1506.00	94.62
1505.00	94.31
1504.00	93.97
1503.00	93.59
1502.00	93.11
1501.00	92.49
1500.00	91.71
1499.00	90.73
1498.00	89.57
1497.00	88.25
1496.00	86.89
1495.00	85.64
1494.00	84.58
1493.00	83.67
1492.00	82.85
1491.00	82.08
1490.00	81.44
1489.00	80.95
1488.00	80.60
1487.00	80.29
1486.00	79.97
1485.00	79.60
1484.00	79.18
1483.00	78.73
1482.00	78.28
1481.00	77.88
1480.00	77.57
1479.00	77.39
1478.00	77.35
1477.00	77.47
1476.00	77.74
1475.00	78.19
1474.00	78.85
1473.00	79.72
1472.00	80.73
1471.00	81.73
1470.00	82.65
1469.00	83.47
1468.00	84.23
1467.00	84.95
1466.00	85.65
1465.00	86.27
1464.00	86.80
1463.00	87.20
1462.00	87.51
1461.00	87.73
1460.00	87.89
1459.00	88.03
1458.00	88.18
1457.00	88.39
1456.00	88.62
1455.00	88.82
1454.00	88.97
1453.00	89.08
1452.00	89.14
1451.00	89.18
1450.00	89.19
1449.00	89.18
1448.00	89.17
1447.00	89.16
1446.00	89.14
1445.00	89.13
1444.00	89.10
1443.00	89.06
1442.00	89.02
1441.00	88.97
1440.00	88.89
1439.00	88.79
1438.00	88.64
1437.00	88.47
1436.00	88.30
1435.00	88.13
1434.00	87.96
1433.00	87.76
1432.00	87.52
1431.00	87.23
1430.00	86.90
1429.00	86.57
1428.00	86.24
1427.00	85.93
1426.00	85.63
1425.00	85.35
1424.00	85.12
1423.00	84.94
1422.00	84.80
1421.00	84.69
1420.00	84.61
1419.00	84.60
1418.00	84.66
1417.00	84.79
1416.00	84.96
1415.00	85.14
1414.00	85.32
1413.00	85.50
1412.00	85.68
1411.00	85.86
1410.00	86.03
1409.00	86.17
1408.00	86.27
1407.00	86.33
1406.00	86.35
1405.00	86.35
1404.00	86.32
1403.00	86.27
1402.00	86.19
1401.00	86.07
1400.00	85.92
1399.00	85.74
1398.00	85.57
1397.00	85.40
1396.00	85.23
1395.00	85.07
1394.00	84.91
1393.00	84.75
1392.00	84.58
1391.00	84.39
1390.00	84.18
1389.00	83.94
1388.00	83.71
1387.00	83.50
1386.00	83.34
1385.00	83.21
1384.00	83.08
1383.00	82.96
1382.00	82.85
1381.00	82.75
1380.00	82.68
1379.00	82.65
1378.00	82.65
1377.00	82.68
1376.00	82.75
1375.00	82.86
1374.00	83.02
1373.00	83.21
1372.00	83.41
1371.00	83.61
1370.00	83.80
1369.00	84.00
1368.00	84.19
1367.00	84.37
1366.00	84.52
1365.00	84.64
1364.00	84.74
1363.00	84.87
1362.00	85.02
1361.00	85.21
1360.00	85.39
1359.00	85.56
1358.00	85.71
1357.00	85.86
1356.00	86.00
1355.00	86.13
1354.00	86.27
1353.00	86.40
1352.00	86.54
1351.00	86.68
1350.00	86.84
1349.00	87.01
1348.00	87.21
1347.00	87.42
1346.00	87.62
1345.00	87.81
1344.00	87.96
1343.00	88.08
1342.00	88.16
1341.00	88.21
1340.00	88.26
1339.00	88.33
1338.00	88.42
1337.00	88.52
1336.00	88.60
1335.00	88.67
1334.00	88.70
1333.00	88.72
1332.00	88.72
1331.00	88.72
1330.00	88.71
1329.00	88.70
1328.00	88.70
1327.00	88.69
1326.00	88.68
1325.00	88.66
1324.00	88.64
1323.00	88.62
1322.00	88.58
1321.00	88.54
1320.00	88.49
1319.00	88.45
1318.00	88.40
1317.00	88.36
1316.00	88.31
1315.00	88.27
1314.00	88.22
1313.00	88.17
1312.00	88.13
1311.00	88.10
1310.00	88.06
1309.00	88.02
1308.00	87.98
1307.00	87.95
1306.00	87.92
1305.00	87.89
1304.00	87.86
1303.00	87.84
1302.00	87.80
1301.00	87.77
1300.00	87.73
1299.00	87.68
1298.00	87.61
1297.00	87.54
1296.00	87.46
1295.00	87.36
1294.00	87.25
1293.00	87.11
1292.00	86.95
1291.00	86.77
1290.00	86.57
1289.00	86.36
1288.00	86.16
1287.00	85.97
1286.00	85.81
1285.00	85.66
1284.00	85.55
1283.00	85.48
1282.00	85.44
1281.00	85.46
1280.00	85.52
1279.00	85.63
1278.00	85.77
1277.00	85.94
1276.00	86.11
1275.00	86.28
1274.00	86.44
1273.00	86.61
1272.00	86.78
1271.00	86.96
1270.00	87.16
1269.00	87.36
1268.00	87.59
1267.00	87.82
1266.00	88.07
1265.00	88.31
1264.00	88.56
1263.00	88.79
1262.00	89.00
1261.00	89.18
1260.00	89.35
1259.00	89.48
1258.00	89.59
1257.00	89.67
1256.00	89.72
1255.00	89.75
1254.00	89.74
1253.00	89.71
1252.00	89.64
1251.00	89.54
1250.00	89.42
1249.00	89.26
1248.00	89.08
1247.00	88.87
1246.00	88.63
1245.00	88.37
1244.00	88.09
1243.00	87.79
1242.00	87.48
1241.00	87.15
1240.00	86.82
1239.00	86.47
1238.00	86.14
1237.00	85.81
1236.00	85.50
1235.00	85.21
1234.00	84.92
1233.00	84.63
1232.00	84.33
1231.00	84.03
1230.00	83.71
1229.00	83.38
1228.00	83.04
1227.00	82.68
1226.00	82.31
1225.00	81.93
1224.00	81.54
1223.00	81.13
1222.00	80.71
1221.00	80.28
1220.00	79.84
1219.00	79.39
1218.00	78.95
1217.00	78.51
1216.00	78.07
1215.00	77.63
1214.00	77.19
1213.00	76.75
1212.00	76.33
1211.00	75.92
1210.00	75.52
1209.00	75.14
1208.00	74.77
1207.00	74.42
1206.00	74.09
1205.00	73.78
1204.00	73.49
1203.00	73.23
1202.00	72.98
1201.00	72.76
1200.00	72.55
1199.00	72.36
1198.00	72.18
1197.00	72.01
1196.00	71.85
1195.00	71.70
1194.00	71.56
1193.00	71.43
1192.00	71.31
1191.00	71.20
1190.00	71.11
1189.00	71.04
1188.00	71.00
1187.00	71.00
1186.00	71.02
1185.00	71.08
1184.00	71.18
1183.00	71.31
1182.00	71.47
1181.00	71.66
1180.00	71.86
1179.00	72.07
1178.00	72.29
1177.00	72.51
1176.00	72.73
1175.00	72.94
1174.00	73.14
1173.00	73.31
1172.00	73.45
1171.00	73.55
1170.00	73.59
1169.00	73.58
1168.00	73.51
1167.00	73.38
1166.00	73.18
1165.00	72.93
1164.00	72.62
1163.00	72.24
1162.00	71.81
1161.00	71.32
1160.00	70.78
1159.00	70.21
1158.00	69.62
1157.00	69.03
1156.00	68.46
1155.00	67.94
1154.00	67.47
1153.00	67.08
1152.00	66.80
1151.00	66.65
1150.00	66.64
1149.00	66.78
1148.00	67.06
1147.00	67.46
1146.00	67.98
1145.00	68.58
1144.00	69.24
1143.00	69.93
1142.00	70.66
1141.00	71.40
1140.00	72.14
1139.00	72.89
1138.00	73.63
1137.00	74.36
1136.00	75.11
1135.00	75.89
1134.00	76.70
1133.00	77.56
1132.00	78.48
1131.00	79.44
1130.00	80.42
1129.00	81.42
1128.00	82.40
1127.00	83.35
1126.00	84.26
1125.00	85.13
1124.00	85.93
1123.00	86.67
1122.00	87.34
1121.00	87.95
1120.00	88.48
1119.00	88.96
1118.00	89.38
1117.00	89.76
1116.00	90.09
1115.00	90.38
1114.00	90.63
1113.00	90.86
1112.00	91.05
1111.00	91.21
1110.00	91.34
1109.00	91.43
1108.00	91.50
1107.00	91.52
1106.00	91.49
1105.00	91.42
1104.00	91.28
1103.00	91.07
1102.00	90.78
1101.00	90.39
1100.00	89.89
1099.00	89.27
1098.00	88.52
1097.00	87.64
1096.00	86.62
1095.00	85.50
1094.00	84.29
1093.00	83.02
1092.00	81.73
1091.00	80.44
1090.00	79.17
1089.00	77.96
1088.00	76.84
1087.00	75.87
1086.00	75.07
1085.00	74.49
1084.00	74.15
1083.00	74.05
1082.00	74.19
1081.00	74.55
1080.00	75.11
1079.00	75.85
1078.00	76.74
1077.00	77.72
1076.00	78.76
1075.00	79.82
1074.00	80.85
1073.00	81.83
1072.00	82.73
1071.00	83.55
1070.00	84.27
1069.00	84.88
1068.00	85.38
1067.00	85.74
1066.00	85.97
1065.00	86.06
1064.00	86.03
1063.00	85.88
1062.00	85.64
1061.00	85.33
1060.00	84.98
1059.00	84.62
1058.00	84.28
1057.00	84.00
1056.00	83.78
1055.00	83.64
1054.00	83.58
1053.00	83.59
1052.00	83.66
1051.00	83.80
1050.00	84.01
1049.00	84.28
1048.00	84.63
1047.00	85.06
1046.00	85.57
1045.00	86.14
1044.00	86.76
1043.00	87.42
1042.00	88.10
1041.00	88.78
1040.00	89.42
1039.00	90.03
1038.00	90.58
1037.00	91.06
1036.00	91.49
1035.00	91.86
1034.00	92.18
1033.00	92.45
1032.00	92.67
1031.00	92.86
1030.00	93.00
1029.00	93.11
1028.00	93.19
1027.00	93.24
1026.00	93.26
1025.00	93.26
1024.00	93.23
1023.00	93.16
1022.00	93.04
1021.00	92.88
1020.00	92.66
1019.00	92.38
1018.00	92.04
1017.00	91.62
1016.00	91.15
1015.00	90.61
1014.00	90.04
1013.00	89.44
1012.00	88.84
1011.00	88.24
1010.00	87.68
1009.00	87.16
1008.00	86.71
1007.00	86.36
1006.00	86.14
1005.00	86.06
1004.00	86.14
1003.00	86.36
1002.00	86.71
1001.00	87.17
1000.00	87.69
999.00	88.24
998.00	88.80
997.00	89.32
996.00	89.79
995.00	90.19
994.00	90.50
993.00	90.73
992.00	90.88
991.00	90.96
990.00	90.98
989.00	90.94
988.00	90.85
987.00	90.71
986.00	90.52
985.00	90.29
984.00	90.01
983.00	89.70
982.00	89.33
981.00	88.93
980.00	88.47
979.00	87.96
978.00	87.40
977.00	86.81
976.00	86.19
975.00	85.57
974.00	84.97
973.00	84.41
972.00	83.89
971.00	83.40
970.00	82.90
969.00	82.34
968.00	81.63
967.00	80.70
966.00	79.51
965.00	78.01
964.00	76.23
963.00	74.23
962.00	72.12
961.00	70.03
960.00	68.10
959.00	66.43
958.00	65.08
957.00	64.02
956.00	63.21
955.00	62.57
954.00	62.07
953.00	61.71
952.00	61.56
951.00	61.69
950.00	62.17
949.00	63.06
948.00	64.35
947.00	66.00
946.00	67.93
945.00	70.05
944.00	72.26
943.00	74.46
942.00	76.56
941.00	78.52
940.00	80.27
939.00	81.79
938.00	83.07
937.00	84.13
936.00	84.96
935.00	85.59
934.00	86.04
933.00	86.32
932.00	86.47
931.00	86.51
930.00	86.47
929.00	86.37
928.00	86.24
927.00	86.11
926.00	85.99
925.00	85.92
924.00	85.90
923.00	85.95
922.00	86.06
921.00	86.22
920.00	86.42
919.00	86.65
918.00	86.90
917.00	87.16
