#Created as New Dataset	Sample 002 By PEService Date Tuesday	 April 30 2013
#cm-1	%T
3768.00	100.18
3767.00	100.17
3766.00	100.17
3765.00	100.16
3764.00	100.16
3763.00	100.16
3762.00	100.16
3761.00	100.17
3760.00	100.17
3759.00	100.16
3758.00	100.16
3757.00	100.16
3756.00	100.16
3755.00	100.17
3754.00	100.17
3753.00	100.18
3752.00	100.18
3751.00	100.19
3750.00	100.19
3749.00	100.19
3748.00	100.19
3747.00	100.18
3746.00	100.18
3745.00	100.18
3744.00	100.17
3743.00	100.16
3742.00	100.15
3741.00	100.16
3740.00	100.16
3739.00	100.17
3738.00	100.17
3737.00	100.18
3736.00	100.18
3735.00	100.18
3734.00	100.18
3733.00	100.18
3732.00	100.18
3731.00	100.17
3730.00	100.17
3729.00	100.16
3728.00	100.16
3727.00	100.16
3726.00	100.17
3725.00	100.17
3724.00	100.18
3723.00	100.18
3722.00	100.17
3721.00	100.17
3720.00	100.17
3719.00	100.16
3718.00	100.16
3717.00	100.16
3716.00	100.16
3715.00	100.16
3714.00	100.17
3713.00	100.18
3712.00	100.19
3711.00	100.19
3710.00	100.19
3709.00	100.19
3708.00	100.18
3707.00	100.17
3706.00	100.16
3705.00	100.16
3704.00	100.16
3703.00	100.16
3702.00	100.16
3701.00	100.16
3700.00	100.16
3699.00	100.16
3698.00	100.15
3697.00	100.15
3696.00	100.15
3695.00	100.15
3694.00	100.15
3693.00	100.15
3692.00	100.14
3691.00	100.14
3690.00	100.13
3689.00	100.13
3688.00	100.13
3687.00	100.12
3686.00	100.12
3685.00	100.12
3684.00	100.11
3683.00	100.11
3682.00	100.11
3681.00	100.11
3680.00	100.11
3679.00	100.11
3678.00	100.10
3677.00	100.10
3676.00	100.10
3675.00	100.10
3674.00	100.10
3673.00	100.09
3672.00	100.09
3671.00	100.08
3670.00	100.08
3669.00	100.07
3668.00	100.06
3667.00	100.05
3666.00	100.04
3665.00	100.04
3664.00	100.03
3663.00	100.02
3662.00	100.01
3661.00	100.01
3660.00	100.01
3659.00	100.01
3658.00	100.01
3657.00	100.00
3656.00	100.00
3655.00	99.99
3654.00	99.98
3653.00	99.98
3652.00	99.97
3651.00	99.96
3650.00	99.94
3649.00	99.92
3648.00	99.90
3647.00	99.88
3646.00	99.87
3645.00	99.86
3644.00	99.85
3643.00	99.85
3642.00	99.84
3641.00	99.83
3640.00	99.83
3639.00	99.82
3638.00	99.82
3637.00	99.82
3636.00	99.82
3635.00	99.81
3634.00	99.80
3633.00	99.79
3632.00	99.77
3631.00	99.76
3630.00	99.74
3629.00	99.72
3628.00	99.71
3627.00	99.70
3626.00	99.68
3625.00	99.67
3624.00	99.66
3623.00	99.64
3622.00	99.63
3621.00	99.62
3620.00	99.61
3619.00	99.60
3618.00	99.59
3617.00	99.57
3616.00	99.56
3615.00	99.55
3614.00	99.53
3613.00	99.52
3612.00	99.50
3611.00	99.49
3610.00	99.47
3609.00	99.46
3608.00	99.44
3607.00	99.43
3606.00	99.42
3605.00	99.41
3604.00	99.39
3603.00	99.38
3602.00	99.36
3601.00	99.34
3600.00	99.33
3599.00	99.31
3598.00	99.29
3597.00	99.28
3596.00	99.26
3595.00	99.25
3594.00	99.23
3593.00	99.21
3592.00	99.19
3591.00	99.17
3590.00	99.15
3589.00	99.13
3588.00	99.11
3587.00	99.09
3586.00	99.07
3585.00	99.05
3584.00	99.03
3583.00	99.01
3582.00	98.99
3581.00	98.97
3580.00	98.95
3579.00	98.93
3578.00	98.92
3577.00	98.90
3576.00	98.88
3575.00	98.86
3574.00	98.83
3573.00	98.81
3572.00	98.78
3571.00	98.76
3570.00	98.74
3569.00	98.71
3568.00	98.67
3567.00	98.64
3566.00	98.62
3565.00	98.61
3564.00	98.60
3563.00	98.58
3562.00	98.57
3561.00	98.54
3560.00	98.51
3559.00	98.49
3558.00	98.46
3557.00	98.44
3556.00	98.41
3555.00	98.38
3554.00	98.35
3553.00	98.32
3552.00	98.28
3551.00	98.25
3550.00	98.23
3549.00	98.21
3548.00	98.19
3547.00	98.17
3546.00	98.14
3545.00	98.12
3544.00	98.10
3543.00	98.07
3542.00	98.04
3541.00	98.01
3540.00	97.97
3539.00	97.94
3538.00	97.90
3537.00	97.87
3536.00	97.84
3535.00	97.81
3534.00	97.78
3533.00	97.75
3532.00	97.72
3531.00	97.69
3530.00	97.66
3529.00	97.63
3528.00	97.60
3527.00	97.56
3526.00	97.53
3525.00	97.50
3524.00	97.47
3523.00	97.44
3522.00	97.41
3521.00	97.37
3520.00	97.34
3519.00	97.30
3518.00	97.27
3517.00	97.24
3516.00	97.21
3515.00	97.19
3514.00	97.16
3513.00	97.13
3512.00	97.09
3511.00	97.05
3510.00	97.02
3509.00	96.98
3508.00	96.94
3507.00	96.91
3506.00	96.88
3505.00	96.86
3504.00	96.83
3503.00	96.80
3502.00	96.77
3501.00	96.74
3500.00	96.70
3499.00	96.67
3498.00	96.64
3497.00	96.61
3496.00	96.58
3495.00	96.54
3494.00	96.51
3493.00	96.47
3492.00	96.44
3491.00	96.41
3490.00	96.38
3489.00	96.35
3488.00	96.32
3487.00	96.30
3486.00	96.27
3485.00	96.24
3484.00	96.20
3483.00	96.17
3482.00	96.14
3481.00	96.11
3480.00	96.09
3479.00	96.06
3478.00	96.02
3477.00	95.98
3476.00	95.93
3475.00	95.90
3474.00	95.87
3473.00	95.84
3472.00	95.83
3471.00	95.82
3470.00	95.81
3469.00	95.80
3468.00	95.78
3467.00	95.74
3466.00	95.70
3465.00	95.65
3464.00	95.60
3463.00	95.56
3462.00	95.52
3461.00	95.49
3460.00	95.46
3459.00	95.43
3458.00	95.40
3457.00	95.36
3456.00	95.32
3455.00	95.28
3454.00	95.25
3453.00	95.21
3452.00	95.18
3451.00	95.15
3450.00	95.12
3449.00	95.09
3448.00	95.06
3447.00	95.02
3446.00	94.99
3445.00	94.95
3444.00	94.91
3443.00	94.87
3442.00	94.83
3441.00	94.80
3440.00	94.77
3439.00	94.76
3438.00	94.76
3437.00	94.75
3436.00	94.73
3435.00	94.70
3434.00	94.65
3433.00	94.60
3432.00	94.55
3431.00	94.51
3430.00	94.46
3429.00	94.42
3428.00	94.37
3427.00	94.31
3426.00	94.25
3425.00	94.20
3424.00	94.15
3423.00	94.11
3422.00	94.08
3421.00	94.04
3420.00	94.00
3419.00	93.96
3418.00	93.92
3417.00	93.89
3416.00	93.86
3415.00	93.83
3414.00	93.80
3413.00	93.77
3412.00	93.74
3411.00	93.70
3410.00	93.66
3409.00	93.62
3408.00	93.57
3407.00	93.52
3406.00	93.48
3405.00	93.44
3404.00	93.43
3403.00	93.42
3402.00	93.42
3401.00	93.40
3400.00	93.37
3399.00	93.30
3398.00	93.23
3397.00	93.17
3396.00	93.11
3395.00	93.08
3394.00	93.06
3393.00	93.04
3392.00	93.01
3391.00	92.96
3390.00	92.90
3389.00	92.84
3388.00	92.78
3387.00	92.72
3386.00	92.68
3385.00	92.63
3384.00	92.59
3383.00	92.55
3382.00	92.52
3381.00	92.48
3380.00	92.45
3379.00	92.41
3378.00	92.38
3377.00	92.34
3376.00	92.31
3375.00	92.27
3374.00	92.23
3373.00	92.20
3372.00	92.18
3371.00	92.16
3370.00	92.14
3369.00	92.10
3368.00	92.06
3367.00	92.01
3366.00	91.96
3365.00	91.90
3364.00	91.85
3363.00	91.80
3362.00	91.75
3361.00	91.71
3360.00	91.68
3359.00	91.65
3358.00	91.62
3357.00	91.59
3356.00	91.55
3355.00	91.52
3354.00	91.48
3353.00	91.45
3352.00	91.41
3351.00	91.38
3350.00	91.34
3349.00	91.30
3348.00	91.26
3347.00	91.23
3346.00	91.20
3345.00	91.18
3344.00	91.15
3343.00	91.13
3342.00	91.10
3341.00	91.07
3340.00	91.03
3339.00	91.00
3338.00	90.97
3337.00	90.94
3336.00	90.91
3335.00	90.87
3334.00	90.84
3333.00	90.82
3332.00	90.80
3331.00	90.78
3330.00	90.75
3329.00	90.73
3328.00	90.71
3327.00	90.70
3326.00	90.68
3325.00	90.66
3324.00	90.64
3323.00	90.62
3322.00	90.60
3321.00	90.58
3320.00	90.57
3319.00	90.55
3318.00	90.54
3317.00	90.54
3316.00	90.53
3315.00	90.51
3314.00	90.50
3313.00	90.48
3312.00	90.46
3311.00	90.45
3310.00	90.43
3309.00	90.42
3308.00	90.41
3307.00	90.40
3306.00	90.39
3305.00	90.38
3304.00	90.36
3303.00	90.35
3302.00	90.33
3301.00	90.32
3300.00	90.31
3299.00	90.31
3298.00	90.30
3297.00	90.30
3296.00	90.30
3295.00	90.30
3294.00	90.30
3293.00	90.30
3292.00	90.30
3291.00	90.29
3290.00	90.28
3289.00	90.26
3288.00	90.25
3287.00	90.24
3286.00	90.24
3285.00	90.24
3284.00	90.24
3283.00	90.24
3282.00	90.23
3281.00	90.23
3280.00	90.22
3279.00	90.21
3278.00	90.21
3277.00	90.21
3276.00	90.22
3275.00	90.23
3274.00	90.24
3273.00	90.25
3272.00	90.26
3271.00	90.27
3270.00	90.26
3269.00	90.26
3268.00	90.25
3267.00	90.24
3266.00	90.24
3265.00	90.24
3264.00	90.25
3263.00	90.26
3262.00	90.27
3261.00	90.28
3260.00	90.28
3259.00	90.29
3258.00	90.29
3257.00	90.30
3256.00	90.30
3255.00	90.31
3254.00	90.32
3253.00	90.32
3252.00	90.32
3251.00	90.31
3250.00	90.30
3249.00	90.30
3248.00	90.31
3247.00	90.32
3246.00	90.32
3245.00	90.33
3244.00	90.33
3243.00	90.33
3242.00	90.33
3241.00	90.34
3240.00	90.34
3239.00	90.34
3238.00	90.34
3237.00	90.34
3236.00	90.34
3235.00	90.34
3234.00	90.34
3233.00	90.34
3232.00	90.35
3231.00	90.35
3230.00	90.35
3229.00	90.35
3228.00	90.34
3227.00	90.34
3226.00	90.34
3225.00	90.35
3224.00	90.35
3223.00	90.35
3222.00	90.35
3221.00	90.35
3220.00	90.35
3219.00	90.35
3218.00	90.34
3217.00	90.34
3216.00	90.33
3215.00	90.33
3214.00	90.33
3213.00	90.32
3212.00	90.32
3211.00	90.31
3210.00	90.29
3209.00	90.28
3208.00	90.28
3207.00	90.27
3206.00	90.27
3205.00	90.26
3204.00	90.26
3203.00	90.26
3202.00	90.26
3201.00	90.25
3200.00	90.24
3199.00	90.23
3198.00	90.21
3197.00	90.19
3196.00	90.18
3195.00	90.17
3194.00	90.17
3193.00	90.17
3192.00	90.16
3191.00	90.14
3190.00	90.13
3189.00	90.11
3188.00	90.09
3187.00	90.09
3186.00	90.08
3185.00	90.07
3184.00	90.07
3183.00	90.06
3182.00	90.04
3181.00	90.03
3180.00	90.01
3179.00	90.00
3178.00	89.98
3177.00	89.96
3176.00	89.95
3175.00	89.94
3174.00	89.92
3173.00	89.90
3172.00	89.88
3171.00	89.87
3170.00	89.85
3169.00	89.83
3168.00	89.82
3167.00	89.80
3166.00	89.78
3165.00	89.77
3164.00	89.75
3163.00	89.73
3162.00	89.71
3161.00	89.69
3160.00	89.66
3159.00	89.64
3158.00	89.62
3157.00	89.59
3156.00	89.57
3155.00	89.55
3154.00	89.52
3153.00	89.50
3152.00	89.48
3151.00	89.46
3150.00	89.44
3149.00	89.43
3148.00	89.41
3147.00	89.39
3146.00	89.36
3145.00	89.34
3144.00	89.32
3143.00	89.29
3142.00	89.27
3141.00	89.24
3140.00	89.21
3139.00	89.18
3138.00	89.15
3137.00	89.12
3136.00	89.10
3135.00	89.08
3134.00	89.06
3133.00	89.03
3132.00	89.00
3131.00	88.97
3130.00	88.94
3129.00	88.90
3128.00	88.87
3127.00	88.84
3126.00	88.81
3125.00	88.79
3124.00	88.76
3123.00	88.74
3122.00	88.71
3121.00	88.67
3120.00	88.63
3119.00	88.59
3118.00	88.55
3117.00	88.51
3116.00	88.48
3115.00	88.45
3114.00	88.42
3113.00	88.39
3112.00	88.36
3111.00	88.33
3110.00	88.29
3109.00	88.26
3108.00	88.23
3107.00	88.20
3106.00	88.17
3105.00	88.13
3104.00	88.10
3103.00	88.07
3102.00	88.03
3101.00	88.00
3100.00	87.98
3099.00	87.95
3098.00	87.92
3097.00	87.90
3096.00	87.87
3095.00	87.85
3094.00	87.82
3093.00	87.80
3092.00	87.77
3091.00	87.74
3090.00	87.72
3089.00	87.69
3088.00	87.67
3087.00	87.64
3086.00	87.60
3085.00	87.57
3084.00	87.53
3083.00	87.49
3082.00	87.45
3081.00	87.41
3080.00	87.38
3079.00	87.34
3078.00	87.30
3077.00	87.27
3076.00	87.24
3075.00	87.21
3074.00	87.18
3073.00	87.14
3072.00	87.10
3071.00	87.05
3070.00	87.00
3069.00	86.95
3068.00	86.89
3067.00	86.84
3066.00	86.80
3065.00	86.76
3064.00	86.71
3063.00	86.67
3062.00	86.62
3061.00	86.57
3060.00	86.51
3059.00	86.46
3058.00	86.40
3057.00	86.34
3056.00	86.28
3055.00	86.22
3054.00	86.16
3053.00	86.10
3052.00	86.05
3051.00	85.99
3050.00	85.94
3049.00	85.89
3048.00	85.84
3047.00	85.79
3046.00	85.74
3045.00	85.68
3044.00	85.62
3043.00	85.56
3042.00	85.51
3041.00	85.46
3040.00	85.41
3039.00	85.36
3038.00	85.31
3037.00	85.25
3036.00	85.20
3035.00	85.15
3034.00	85.09
3033.00	85.04
3032.00	84.99
3031.00	84.94
3030.00	84.89
3029.00	84.85
3028.00	84.80
3027.00	84.76
3026.00	84.73
3025.00	84.70
3024.00	84.67
3023.00	84.65
3022.00	84.64
3021.00	84.62
3020.00	84.61
3019.00	84.61
3018.00	84.61
3017.00	84.62
3016.00	84.64
3015.00	84.66
3014.00	84.68
3013.00	84.70
3012.00	84.72
3011.00	84.74
3010.00	84.76
3009.00	84.77
3008.00	84.78
3007.00	84.79
3006.00	84.79
3005.00	84.78
3004.00	84.77
3003.00	84.76
3002.00	84.74
3001.00	84.72
3000.00	84.69
2999.00	84.66
2998.00	84.63
2997.00	84.61
2996.00	84.58
2995.00	84.55
2994.00	84.52
2993.00	84.48
2992.00	84.45
2991.00	84.41
2990.00	84.38
2989.00	84.35
2988.00	84.31
2987.00	84.27
2986.00	84.23
2985.00	84.19
2984.00	84.15
2983.00	84.11
2982.00	84.06
2981.00	84.01
2980.00	83.96
2979.00	83.90
2978.00	83.84
2977.00	83.78
2976.00	83.72
2975.00	83.65
2974.00	83.59
2973.00	83.52
2972.00	83.46
2971.00	83.39
2970.00	83.33
2969.00	83.28
2968.00	83.23
2967.00	83.19
2966.00	83.15
2965.00	83.11
2964.00	83.08
2963.00	83.05
2962.00	83.02
2961.00	83.00
2960.00	82.99
2959.00	82.98
2958.00	82.97
2957.00	82.97
2956.00	82.97
2955.00	82.97
2954.00	82.98
2953.00	82.99
2952.00	83.01
2951.00	83.02
2950.00	83.03
2949.00	83.04
2948.00	83.05
2947.00	83.07
2946.00	83.07
2945.00	83.07
2944.00	83.07
2943.00	83.07
2942.00	83.06
2941.00	83.05
2940.00	83.04
2939.00	83.02
2938.00	83.00
2937.00	82.98
2936.00	82.97
2935.00	82.95
2934.00	82.92
2933.00	82.90
2932.00	82.88
2931.00	82.85
2930.00	82.82
2929.00	82.80
2928.00	82.77
2927.00	82.76
2926.00	82.75
2925.00	82.74
2924.00	82.74
2923.00	82.74
2922.00	82.74
2921.00	82.75
2920.00	82.77
2919.00	82.79
2918.00	82.81
2917.00	82.83
2916.00	82.85
2915.00	82.88
2914.00	82.90
2913.00	82.93
2912.00	82.96
2911.00	82.99
2910.00	83.01
2909.00	83.04
2908.00	83.07
2907.00	83.10
2906.00	83.13
2905.00	83.16
2904.00	83.18
2903.00	83.20
2902.00	83.22
2901.00	83.24
2900.00	83.27
2899.00	83.29
2898.00	83.31
2897.00	83.33
2896.00	83.35
2895.00	83.36
2894.00	83.38
2893.00	83.40
2892.00	83.42
2891.00	83.44
2890.00	83.47
2889.00	83.49
2888.00	83.52
2887.00	83.55
2886.00	83.59
2885.00	83.62
2884.00	83.65
2883.00	83.69
2882.00	83.72
2881.00	83.75
2880.00	83.79
2879.00	83.82
2878.00	83.86
2877.00	83.89
2876.00	83.92
2875.00	83.96
2874.00	84.00
2873.00	84.04
2872.00	84.09
2871.00	84.13
2870.00	84.18
2869.00	84.22
2868.00	84.26
2867.00	84.30
2866.00	84.33
2865.00	84.37
2864.00	84.41
2863.00	84.44
2862.00	84.48
2861.00	84.52
2860.00	84.55
2859.00	84.59
2858.00	84.62
2857.00	84.65
2856.00	84.68
2855.00	84.71
2854.00	84.75
2853.00	84.78
2852.00	84.82
2851.00	84.86
2850.00	84.91
2849.00	84.96
2848.00	85.01
2847.00	85.06
2846.00	85.11
2845.00	85.17
2844.00	85.23
2843.00	85.29
2842.00	85.35
2841.00	85.41
2840.00	85.46
2839.00	85.51
2838.00	85.55
2837.00	85.59
2836.00	85.64
2835.00	85.68
2834.00	85.73
2833.00	85.78
2832.00	85.83
2831.00	85.88
2830.00	85.92
2829.00	85.97
2828.00	86.02
2827.00	86.07
2826.00	86.13
2825.00	86.18
2824.00	86.23
2823.00	86.29
2822.00	86.34
2821.00	86.39
2820.00	86.44
2819.00	86.49
2818.00	86.54
2817.00	86.59
2816.00	86.65
2815.00	86.70
2814.00	86.76
2813.00	86.82
2812.00	86.88
2811.00	86.94
2810.00	86.99
2809.00	87.05
2808.00	87.11
2807.00	87.16
2806.00	87.22
2805.00	87.28
2804.00	87.34
2803.00	87.40
2802.00	87.46
2801.00	87.52
2800.00	87.59
2799.00	87.65
2798.00	87.71
2797.00	87.77
2796.00	87.82
2795.00	87.87
2794.00	87.92
2793.00	87.98
2792.00	88.04
2791.00	88.10
2790.00	88.17
2789.00	88.23
2788.00	88.29
2787.00	88.34
2786.00	88.40
2785.00	88.45
2784.00	88.51
2783.00	88.57
2782.00	88.63
2781.00	88.69
2780.00	88.75
2779.00	88.81
2778.00	88.87
2777.00	88.93
2776.00	88.99
2775.00	89.05
2774.00	89.10
2773.00	89.15
2772.00	89.20
2771.00	89.25
2770.00	89.30
2769.00	89.35
2768.00	89.40
2767.00	89.45
2766.00	89.50
2765.00	89.54
2764.00	89.59
2763.00	89.64
2762.00	89.69
2761.00	89.74
2760.00	89.79
2759.00	89.83
2758.00	89.88
2757.00	89.92
2756.00	89.96
2755.00	90.01
2754.00	90.05
2753.00	90.10
2752.00	90.14
2751.00	90.19
2750.00	90.23
2749.00	90.28
2748.00	90.33
2747.00	90.37
2746.00	90.42
2745.00	90.46
2744.00	90.51
2743.00	90.55
2742.00	90.60
2741.00	90.64
2740.00	90.68
2739.00	90.72
2738.00	90.77
2737.00	90.81
2736.00	90.85
2735.00	90.89
2734.00	90.93
2733.00	90.98
2732.00	91.01
2731.00	91.05
2730.00	91.09
2729.00	91.13
2728.00	91.17
2727.00	91.21
2726.00	91.25
2725.00	91.28
2724.00	91.32
2723.00	91.36
2722.00	91.39
2721.00	91.43
2720.00	91.46
2719.00	91.49
2718.00	91.51
2717.00	91.53
2716.00	91.56
2715.00	91.59
2714.00	91.62
2713.00	91.65
2712.00	91.67
2711.00	91.70
2710.00	91.73
2709.00	91.75
2708.00	91.77
2707.00	91.79
2706.00	91.81
2705.00	91.83
2704.00	91.85
2703.00	91.87
2702.00	91.89
2701.00	91.91
2700.00	91.93
2699.00	91.95
2698.00	91.97
2697.00	91.99
2696.00	92.00
2695.00	92.01
2694.00	92.03
2693.00	92.05
2692.00	92.07
2691.00	92.09
2690.00	92.10
2689.00	92.12
2688.00	92.13
2687.00	92.14
2686.00	92.16
2685.00	92.17
2684.00	92.19
2683.00	92.20
2682.00	92.22
2681.00	92.23
2680.00	92.25
2679.00	92.26
2678.00	92.28
2677.00	92.29
2676.00	92.30
2675.00	92.32
2674.00	92.33
2673.00	92.35
2672.00	92.37
2671.00	92.38
2670.00	92.40
2669.00	92.41
2668.00	92.43
2667.00	92.45
2666.00	92.46
2665.00	92.48
2664.00	92.49
2663.00	92.51
2662.00	92.53
2661.00	92.54
2660.00	92.56
2659.00	92.58
2658.00	92.59
2657.00	92.61
2656.00	92.63
2655.00	92.65
2654.00	92.66
2653.00	92.68
2652.00	92.70
2651.00	92.71
2650.00	92.72
2649.00	92.73
2648.00	92.75
2647.00	92.77
2646.00	92.79
2645.00	92.81
2644.00	92.82
2643.00	92.83
2642.00	92.85
2641.00	92.86
2640.00	92.87
2639.00	92.88
2638.00	92.90
2637.00	92.91
2636.00	92.91
2635.00	92.92
2634.00	92.93
2633.00	92.93
2632.00	92.94
2631.00	92.96
2630.00	92.97
2629.00	92.98
2628.00	92.99
2627.00	93.00
2626.00	93.01
2625.00	93.01
2624.00	93.01
2623.00	93.00
2622.00	93.00
2621.00	93.00
2620.00	93.01
2619.00	93.01
2618.00	93.01
2617.00	93.01
2616.00	93.02
2615.00	93.02
2614.00	93.02
2613.00	93.01
2612.00	93.01
2611.00	93.01
2610.00	93.01
2609.00	93.01
2608.00	93.00
2607.00	93.00
2606.00	92.99
2605.00	92.98
2604.00	92.97
2603.00	92.97
2602.00	92.96
2601.00	92.95
2600.00	92.94
2599.00	92.92
2598.00	92.91
2597.00	92.90
2596.00	92.89
2595.00	92.88
2594.00	92.86
2593.00	92.84
2592.00	92.82
2591.00	92.81
2590.00	92.79
2589.00	92.78
2588.00	92.77
2587.00	92.75
2586.00	92.74
2585.00	92.72
2584.00	92.70
2583.00	92.68
2582.00	92.66
2581.00	92.65
2580.00	92.64
2579.00	92.63
2578.00	92.62
2577.00	92.61
2576.00	92.60
2575.00	92.58
2574.00	92.57
2573.00	92.56
2572.00	92.55
2571.00	92.54
2570.00	92.53
2569.00	92.53
2568.00	92.52
2567.00	92.52
2566.00	92.52
2565.00	92.52
2564.00	92.52
2563.00	92.52
2562.00	92.52
2561.00	92.52
2560.00	92.53
2559.00	92.54
2558.00	92.55
2557.00	92.56
2556.00	92.58
2555.00	92.59
2554.00	92.61
2553.00	92.63
2552.00	92.65
2551.00	92.67
2550.00	92.69
2549.00	92.72
2548.00	92.75
2547.00	92.78
2546.00	92.81
2545.00	92.84
2544.00	92.88
2543.00	92.92
2542.00	92.96
2541.00	93.00
2540.00	93.03
2539.00	93.06
2538.00	93.10
2537.00	93.13
2536.00	93.17
2535.00	93.20
2534.00	93.24
2533.00	93.27
2532.00	93.30
2531.00	93.33
2530.00	93.36
2529.00	93.40
2528.00	93.43
2527.00	93.46
2526.00	93.50
2525.00	93.53
2524.00	93.55
2523.00	93.58
2522.00	93.61
2521.00	93.64
2520.00	93.67
2519.00	93.70
2518.00	93.73
2517.00	93.76
2516.00	93.79
2515.00	93.82
2514.00	93.84
2513.00	93.86
2512.00	93.88
2511.00	93.90
2510.00	93.92
2509.00	93.95
2508.00	93.97
2507.00	93.98
2506.00	94.00
2505.00	94.02
2504.00	94.03
2503.00	94.05
2502.00	94.06
2501.00	94.07
2500.00	94.09
2499.00	94.10
2498.00	94.11
2497.00	94.12
2496.00	94.12
2495.00	94.13
2494.00	94.14
2493.00	94.15
2492.00	94.15
2491.00	94.16
2490.00	94.17
2489.00	94.19
2488.00	94.20
2487.00	94.22
2486.00	94.24
2485.00	94.25
2484.00	94.27
2483.00	94.29
2482.00	94.31
2481.00	94.33
2480.00	94.36
2479.00	94.38
2478.00	94.40
2477.00	94.43
2476.00	94.46
2475.00	94.48
2474.00	94.51
2473.00	94.54
2472.00	94.58
2471.00	94.61
2470.00	94.64
2469.00	94.68
2468.00	94.71
2467.00	94.74
2466.00	94.77
2465.00	94.80
2464.00	94.83
2463.00	94.86
2462.00	94.89
2461.00	94.93
2460.00	94.97
2459.00	95.01
2458.00	95.04
2457.00	95.07
2456.00	95.10
