#Created as New Dataset	Sample 000 By PEService Date Tuesday	 April 30 2013
#cm-1	%T
3470.00	94.87
3469.00	94.85
3468.00	94.82
3467.00	94.78
3466.00	94.73
3465.00	94.68
3464.00	94.63
3463.00	94.58
3462.00	94.54
3461.00	94.52
3460.00	94.50
3459.00	94.47
3458.00	94.44
3457.00	94.40
3456.00	94.36
3455.00	94.32
3454.00	94.28
3453.00	94.24
3452.00	94.20
3451.00	94.17
3450.00	94.14
3449.00	94.12
3448.00	94.10
3447.00	94.09
3446.00	94.07
3445.00	94.03
3444.00	93.99
3443.00	93.93
3442.00	93.89
3441.00	93.85
3440.00	93.83
3439.00	93.81
3438.00	93.81
3437.00	93.79
3436.00	93.77
3435.00	93.74
3434.00	93.70
3433.00	93.66
3432.00	93.62
3431.00	93.59
3430.00	93.57
3429.00	93.54
3428.00	93.50
3427.00	93.46
3426.00	93.43
3425.00	93.40
3424.00	93.37
3423.00	93.34
3422.00	93.31
3421.00	93.28
3420.00	93.24
3419.00	93.20
3418.00	93.17
3417.00	93.14
3416.00	93.11
3415.00	93.09
3414.00	93.08
3413.00	93.06
3412.00	93.04
3411.00	93.02
3410.00	92.99
3409.00	92.97
3408.00	92.94
3407.00	92.90
3406.00	92.86
3405.00	92.84
3404.00	92.83
3403.00	92.85
3402.00	92.87
3401.00	92.89
3400.00	92.88
3399.00	92.84
3398.00	92.78
3397.00	92.72
3396.00	92.67
3395.00	92.64
3394.00	92.61
3393.00	92.59
3392.00	92.58
3391.00	92.56
3390.00	92.53
3389.00	92.50
3388.00	92.47
3387.00	92.44
3386.00	92.40
3385.00	92.37
3384.00	92.34
3383.00	92.32
3382.00	92.32
3381.00	92.32
3380.00	92.34
3379.00	92.34
3378.00	92.33
3377.00	92.30
3376.00	92.26
3375.00	92.22
3374.00	92.19
3373.00	92.18
3372.00	92.17
3371.00	92.17
3370.00	92.17
3369.00	92.16
3368.00	92.15
3367.00	92.12
3366.00	92.08
3365.00	92.05
3364.00	92.02
3363.00	91.99
3362.00	91.97
3361.00	91.95
3360.00	91.93
3359.00	91.92
3358.00	91.92
3357.00	91.91
3356.00	91.91
3355.00	91.90
3354.00	91.89
3353.00	91.88
3352.00	91.87
3351.00	91.86
3350.00	91.85
3349.00	91.82
3348.00	91.79
3347.00	91.75
3346.00	91.73
3345.00	91.71
3344.00	91.69
3343.00	91.69
3342.00	91.68
3341.00	91.67
3340.00	91.65
3339.00	91.62
3338.00	91.59
3337.00	91.56
3336.00	91.54
3335.00	91.54
3334.00	91.55
3333.00	91.56
3332.00	91.56
3331.00	91.56
3330.00	91.56
3329.00	91.56
3328.00	91.55
3327.00	91.53
3326.00	91.52
3325.00	91.50
3324.00	91.49
3323.00	91.48
3322.00	91.48
3321.00	91.48
3320.00	91.48
3319.00	91.47
3318.00	91.44
3317.00	91.40
3316.00	91.36
3315.00	91.33
3314.00	91.33
3313.00	91.35
3312.00	91.37
3311.00	91.39
3310.00	91.41
3309.00	91.42
3308.00	91.42
3307.00	91.41
3306.00	91.40
3305.00	91.39
3304.00	91.39
3303.00	91.40
3302.00	91.40
3301.00	91.40
3300.00	91.41
3299.00	91.41
3298.00	91.42
3297.00	91.42
3296.00	91.40
3295.00	91.38
3294.00	91.36
3293.00	91.34
3292.00	91.34
3291.00	91.34
3290.00	91.34
3289.00	91.34
3288.00	91.33
3287.00	91.32
3286.00	91.32
3285.00	91.32
3284.00	91.34
3283.00	91.36
3282.00	91.37
3281.00	91.38
3280.00	91.37
3279.00	91.37
3278.00	91.36
3277.00	91.38
3276.00	91.40
3275.00	91.43
3274.00	91.46
3273.00	91.48
3272.00	91.47
3271.00	91.46
3270.00	91.44
3269.00	91.42
3268.00	91.41
3267.00	91.40
3266.00	91.39
3265.00	91.40
3264.00	91.41
3263.00	91.42
3262.00	91.44
3261.00	91.45
3260.00	91.45
3259.00	91.45
3258.00	91.45
3257.00	91.45
3256.00	91.47
3255.00	91.50
3254.00	91.54
3253.00	91.58
3252.00	91.62
3251.00	91.63
3250.00	91.62
3249.00	91.61
3248.00	91.60
3247.00	91.59
3246.00	91.59
3245.00	91.60
3244.00	91.61
3243.00	91.62
3242.00	91.62
3241.00	91.63
3240.00	91.63
3239.00	91.62
3238.00	91.62
3237.00	91.63
3236.00	91.63
3235.00	91.64
3234.00	91.66
3233.00	91.69
3232.00	91.73
3231.00	91.76
3230.00	91.78
3229.00	91.80
3228.00	91.80
3227.00	91.80
3226.00	91.80
3225.00	91.80
3224.00	91.81
3223.00	91.82
3222.00	91.83
3221.00	91.84
3220.00	91.85
3219.00	91.86
3218.00	91.86
3217.00	91.87
3216.00	91.88
3215.00	91.90
3214.00	91.90
3213.00	91.90
3212.00	91.89
3211.00	91.89
3210.00	91.91
3209.00	91.93
3208.00	91.96
3207.00	91.99
3206.00	92.01
3205.00	92.03
3204.00	92.04
3203.00	92.06
3202.00	92.06
3201.00	92.07
3200.00	92.07
3199.00	92.08
3198.00	92.08
3197.00	92.10
3196.00	92.11
3195.00	92.13
3194.00	92.15
3193.00	92.17
3192.00	92.17
3191.00	92.17
3190.00	92.16
3189.00	92.15
3188.00	92.16
3187.00	92.19
3186.00	92.22
3185.00	92.25
3184.00	92.28
3183.00	92.29
3182.00	92.30
3181.00	92.31
3180.00	92.32
3179.00	92.32
3178.00	92.33
3177.00	92.35
3176.00	92.37
3175.00	92.39
3174.00	92.42
3173.00	92.43
3172.00	92.45
3171.00	92.45
3170.00	92.45
3169.00	92.44
3168.00	92.43
3167.00	92.43
3166.00	92.44
3165.00	92.47
3164.00	92.50
3163.00	92.53
3162.00	92.55
3161.00	92.55
3160.00	92.56
3159.00	92.57
3158.00	92.58
3157.00	92.60
3156.00	92.64
3155.00	92.67
3154.00	92.70
3153.00	92.71
3152.00	92.72
3151.00	92.73
3150.00	92.74
3149.00	92.75
3148.00	92.76
3147.00	92.76
3146.00	92.76
3145.00	92.76
3144.00	92.76
3143.00	92.77
3142.00	92.79
3141.00	92.81
3140.00	92.83
3139.00	92.85
3138.00	92.86
3137.00	92.87
3136.00	92.88
3135.00	92.89
3134.00	92.90
3133.00	92.90
3132.00	92.91
3131.00	92.91
3130.00	92.92
3129.00	92.93
3128.00	92.95
3127.00	92.97
3126.00	92.98
3125.00	92.99
3124.00	92.99
3123.00	92.99
3122.00	92.99
3121.00	93.01
3120.00	93.02
3119.00	93.04
3118.00	93.05
3117.00	93.05
3116.00	93.04
3115.00	93.03
3114.00	93.01
3113.00	92.99
3112.00	92.97
3111.00	92.97
3110.00	92.97
3109.00	92.96
3108.00	92.96
3107.00	92.95
3106.00	92.95
3105.00	92.95
3104.00	92.95
3103.00	92.95
3102.00	92.95
3101.00	92.94
3100.00	92.93
3099.00	92.93
3098.00	92.93
3097.00	92.93
3096.00	92.94
3095.00	92.95
3094.00	92.96
3093.00	92.97
3092.00	92.98
3091.00	92.99
3090.00	93.00
3089.00	93.01
3088.00	93.02
3087.00	93.03
3086.00	93.05
3085.00	93.06
3084.00	93.07
3083.00	93.08
3082.00	93.08
3081.00	93.09
3080.00	93.09
3079.00	93.09
3078.00	93.07
3077.00	93.05
3076.00	93.03
3075.00	93.01
3074.00	92.98
3073.00	92.96
3072.00	92.95
3071.00	92.94
3070.00	92.93
3069.00	92.93
3068.00	92.93
3067.00	92.91
3066.00	92.89
3065.00	92.85
3064.00	92.81
3063.00	92.77
3062.00	92.73
3061.00	92.71
3060.00	92.69
3059.00	92.67
3058.00	92.65
3057.00	92.62
3056.00	92.58
3055.00	92.55
3054.00	92.51
3053.00	92.47
3052.00	92.44
3051.00	92.41
3050.00	92.38
3049.00	92.35
3048.00	92.31
3047.00	92.28
3046.00	92.25
3045.00	92.22
3044.00	92.19
3043.00	92.16
3042.00	92.12
3041.00	92.09
3040.00	92.06
3039.00	92.03
3038.00	92.02
3037.00	92.03
3036.00	92.04
3035.00	92.05
3034.00	92.07
3033.00	92.09
3032.00	92.10
3031.00	92.12
3030.00	92.13
3029.00	92.15
3028.00	92.18
3027.00	92.21
3026.00	92.24
3025.00	92.28
3024.00	92.31
3023.00	92.34
3022.00	92.37
3021.00	92.40
3020.00	92.43
3019.00	92.46
3018.00	92.49
3017.00	92.51
3016.00	92.54
3015.00	92.56
3014.00	92.57
3013.00	92.57
3012.00	92.56
3011.00	92.55
3010.00	92.53
3009.00	92.50
3008.00	92.48
3007.00	92.46
3006.00	92.44
3005.00	92.42
3004.00	92.39
3003.00	92.35
3002.00	92.32
3001.00	92.28
3000.00	92.24
2999.00	92.20
2998.00	92.14
2997.00	92.08
2996.00	92.01
2995.00	91.94
2994.00	91.87
2993.00	91.79
2992.00	91.71
2991.00	91.62
2990.00	91.52
2989.00	91.40
2988.00	91.28
2987.00	91.15
2986.00	91.01
2985.00	90.87
2984.00	90.72
2983.00	90.57
2982.00	90.41
2981.00	90.25
2980.00	90.09
2979.00	89.93
2978.00	89.77
2977.00	89.63
2976.00	89.50
2975.00	89.39
2974.00	89.30
2973.00	89.23
2972.00	89.18
2971.00	89.16
2970.00	89.16
2969.00	89.19
2968.00	89.23
2967.00	89.30
2966.00	89.39
2965.00	89.48
2964.00	89.58
2963.00	89.69
2962.00	89.79
2961.00	89.89
2960.00	89.98
2959.00	90.07
2958.00	90.14
2957.00	90.22
2956.00	90.29
2955.00	90.36
2954.00	90.44
2953.00	90.50
2952.00	90.55
2951.00	90.58
2950.00	90.61
2949.00	90.63
2948.00	90.64
2947.00	90.66
2946.00	90.66
2945.00	90.66
2944.00	90.65
2943.00	90.63
2942.00	90.60
2941.00	90.56
2940.00	90.52
2939.00	90.48
2938.00	90.45
2937.00	90.41
2936.00	90.38
2935.00	90.34
2934.00	90.30
2933.00	90.26
2932.00	90.22
2931.00	90.19
2930.00	90.16
2929.00	90.12
2928.00	90.09
2927.00	90.07
2926.00	90.05
2925.00	90.04
2924.00	90.04
2923.00	90.05
2922.00	90.06
2921.00	90.07
2920.00	90.09
2919.00	90.12
2918.00	90.14
2917.00	90.17
2916.00	90.19
2915.00	90.21
2914.00	90.23
2913.00	90.23
2912.00	90.23
2911.00	90.22
2910.00	90.21
2909.00	90.21
2908.00	90.21
2907.00	90.21
2906.00	90.21
2905.00	90.21
2904.00	90.20
2903.00	90.20
2902.00	90.19
2901.00	90.18
2900.00	90.17
2899.00	90.16
2898.00	90.15
2897.00	90.14
2896.00	90.14
2895.00	90.14
2894.00	90.14
2893.00	90.14
2892.00	90.14
2891.00	90.14
2890.00	90.13
2889.00	90.13
2888.00	90.13
2887.00	90.13
2886.00	90.14
2885.00	90.14
2884.00	90.15
2883.00	90.15
2882.00	90.15
2881.00	90.15
2880.00	90.16
2879.00	90.16
2878.00	90.17
2877.00	90.18
2876.00	90.20
2875.00	90.22
2874.00	90.23
2873.00	90.25
2872.00	90.27
2871.00	90.29
2870.00	90.32
2869.00	90.36
2868.00	90.40
2867.00	90.44
2866.00	90.48
2865.00	90.52
2864.00	90.57
2863.00	90.61
2862.00	90.65
2861.00	90.70
2860.00	90.74
2859.00	90.79
2858.00	90.83
2857.00	90.87
2856.00	90.92
2855.00	90.97
2854.00	91.01
2853.00	91.06
2852.00	91.10
2851.00	91.14
2850.00	91.18
2849.00	91.23
2848.00	91.27
2847.00	91.30
2846.00	91.33
2845.00	91.35
2844.00	91.37
2843.00	91.39
2842.00	91.42
2841.00	91.45
2840.00	91.48
2839.00	91.51
2838.00	91.54
2837.00	91.56
2836.00	91.58
2835.00	91.60
2834.00	91.61
2833.00	91.62
2832.00	91.64
2831.00	91.65
2830.00	91.67
2829.00	91.68
2828.00	91.71
2827.00	91.73
2826.00	91.76
2825.00	91.79
2824.00	91.82
2823.00	91.85
2822.00	91.87
2821.00	91.89
2820.00	91.92
2819.00	91.94
2818.00	91.97
2817.00	91.99
2816.00	92.02
2815.00	92.04
2814.00	92.06
2813.00	92.09
2812.00	92.11
2811.00	92.13
2810.00	92.15
2809.00	92.17
2808.00	92.19
2807.00	92.21
2806.00	92.22
2805.00	92.24
2804.00	92.26
2803.00	92.28
2802.00	92.31
2801.00	92.34
2800.00	92.37
2799.00	92.40
2798.00	92.43
2797.00	92.46
2796.00	92.48
2795.00	92.50
2794.00	92.52
2793.00	92.55
2792.00	92.57
2791.00	92.59
2790.00	92.61
2789.00	92.63
2788.00	92.64
2787.00	92.66
2786.00	92.67
2785.00	92.68
2784.00	92.69
2783.00	92.71
2782.00	92.72
2781.00	92.74
2780.00	92.76
2779.00	92.78
2778.00	92.79
2777.00	92.81
2776.00	92.83
2775.00	92.85
2774.00	92.87
2773.00	92.88
2772.00	92.90
2771.00	92.91
2770.00	92.92
2769.00	92.93
2768.00	92.95
2767.00	92.96
2766.00	92.98
2765.00	92.99
2764.00	93.00
2763.00	93.01
2762.00	93.02
2761.00	93.03
2760.00	93.04
2759.00	93.06
2758.00	93.07
2757.00	93.08
2756.00	93.09
2755.00	93.09
2754.00	93.10
2753.00	93.11
2752.00	93.13
2751.00	93.15
2750.00	93.17
2749.00	93.19
2748.00	93.20
2747.00	93.21
2746.00	93.21
2745.00	93.22
2744.00	93.23
2743.00	93.24
2742.00	93.25
2741.00	93.26
2740.00	93.27
2739.00	93.27
2738.00	93.28
2737.00	93.29
2736.00	93.30
2735.00	93.31
2734.00	93.31
2733.00	93.32
2732.00	93.32
2731.00	93.32
2730.00	93.32
2729.00	93.33
2728.00	93.34
2727.00	93.34
2726.00	93.34
2725.00	93.34
2724.00	93.34
2723.00	93.34
2722.00	93.34
2721.00	93.34
2720.00	93.34
2719.00	93.34
2718.00	93.34
2717.00	93.34
2716.00	93.33
2715.00	93.33
2714.00	93.33
2713.00	93.33
2712.00	93.33
2711.00	93.33
2710.00	93.33
2709.00	93.32
2708.00	93.32
2707.00	93.31
2706.00	93.31
2705.00	93.30
2704.00	93.30
2703.00	93.30
2702.00	93.30
2701.00	93.29
2700.00	93.29
2699.00	93.29
2698.00	93.28
2697.00	93.28
2696.00	93.29
2695.00	93.29
2694.00	93.29
2693.00	93.30
2692.00	93.30
2691.00	93.30
2690.00	93.30
2689.00	93.31
2688.00	93.32
2687.00	93.32
2686.00	93.32
2685.00	93.33
2684.00	93.33
2683.00	93.34
2682.00	93.34
2681.00	93.35
2680.00	93.35
2679.00	93.35
2678.00	93.35
2677.00	93.35
2676.00	93.35
2675.00	93.36
2674.00	93.36
2673.00	93.37
2672.00	93.37
2671.00	93.38
2670.00	93.39
2669.00	93.39
2668.00	93.40
2667.00	93.40
2666.00	93.41
2665.00	93.41
2664.00	93.42
2663.00	93.43
2662.00	93.43
2661.00	93.44
2660.00	93.44
2659.00	93.44
2658.00	93.45
2657.00	93.45
2656.00	93.46
2655.00	93.46
2654.00	93.46
2653.00	93.46
2652.00	93.45
2651.00	93.45
2650.00	93.45
2649.00	93.46
2648.00	93.46
2647.00	93.46
2646.00	93.46
2645.00	93.46
2644.00	93.45
2643.00	93.45
2642.00	93.44
2641.00	93.44
2640.00	93.44
2639.00	93.44
2638.00	93.45
2637.00	93.45
2636.00	93.44
2635.00	93.44
2634.00	93.43
2633.00	93.42
2632.00	93.41
2631.00	93.40
2630.00	93.39
2629.00	93.37
2628.00	93.36
2627.00	93.35
2626.00	93.33
2625.00	93.32
2624.00	93.31
2623.00	93.30
2622.00	93.29
2621.00	93.28
2620.00	93.27
2619.00	93.26
2618.00	93.25
2617.00	93.24
2616.00	93.23
2615.00	93.22
2614.00	93.21
2613.00	93.20
2612.00	93.19
2611.00	93.17
2610.00	93.16
2609.00	93.14
2608.00	93.12
2607.00	93.11
2606.00	93.10
2605.00	93.08
2604.00	93.07
2603.00	93.05
2602.00	93.04
2601.00	93.02
2600.00	93.01
2599.00	92.99
2598.00	92.97
2597.00	92.96
2596.00	92.94
2595.00	92.92
2594.00	92.91
2593.00	92.90
2592.00	92.89
2591.00	92.88
2590.00	92.87
2589.00	92.86
2588.00	92.85
2587.00	92.83
2586.00	92.82
2585.00	92.80
2584.00	92.78
2583.00	92.77
2582.00	92.75
2581.00	92.75
2580.00	92.74
2579.00	92.73
2578.00	92.72
2577.00	92.71
2576.00	92.70
2575.00	92.69
2574.00	92.67
2573.00	92.66
2572.00	92.64
2571.00	92.63
2570.00	92.63
2569.00	92.62
2568.00	92.61
2567.00	92.61
2566.00	92.60
2565.00	92.60
2564.00	92.59
2563.00	92.59
2562.00	92.59
2561.00	92.58
2560.00	92.58
2559.00	92.59
2558.00	92.59
2557.00	92.59
2556.00	92.59
2555.00	92.60
2554.00	92.60
2553.00	92.60
2552.00	92.61
2551.00	92.61
2550.00	92.62
2549.00	92.62
2548.00	92.63
2547.00	92.64
2546.00	92.64
2545.00	92.65
2544.00	92.66
2543.00	92.67
2542.00	92.68
2541.00	92.69
2540.00	92.70
2539.00	92.70
2538.00	92.71
2537.00	92.71
2536.00	92.71
2535.00	92.71
2534.00	92.72
2533.00	92.72
2532.00	92.73
2531.00	92.74
2530.00	92.74
2529.00	92.74
2528.00	92.74
2527.00	92.74
2526.00	92.74
2525.00	92.74
2524.00	92.74
2523.00	92.74
2522.00	92.74
2521.00	92.74
2520.00	92.74
2519.00	92.74
2518.00	92.74
2517.00	92.74
2516.00	92.74
2515.00	92.75
2514.00	92.75
2513.00	92.75
2512.00	92.75
2511.00	92.75
2510.00	92.76
2509.00	92.76
2508.00	92.76
2507.00	92.76
2506.00	92.76
2505.00	92.77
2504.00	92.77
2503.00	92.77
2502.00	92.77
2501.00	92.77
2500.00	92.78
2499.00	92.78
2498.00	92.78
2497.00	92.78
2496.00	92.78
2495.00	92.78
2494.00	92.78
2493.00	92.79
2492.00	92.79
2491.00	92.80
2490.00	92.81
2489.00	92.83
2488.00	92.84
2487.00	92.85
2486.00	92.86
2485.00	92.87
2484.00	92.87
2483.00	92.88
2482.00	92.89
2481.00	92.90
2480.00	92.91
2479.00	92.93
2478.00	92.94
2477.00	92.96
2476.00	92.97
2475.00	92.99
2474.00	93.01
2473.00	93.02
2472.00	93.03
2471.00	93.04
2470.00	93.05
2469.00	93.06
2468.00	93.08
2467.00	93.10
2466.00	93.12
2465.00	93.14
2464.00	93.16
2463.00	93.17
2462.00	93.19
2461.00	93.20
2460.00	93.22
2459.00	93.23
2458.00	93.24
2457.00	93.26
2456.00	93.27
